element_type,element_id,attribute,reference,name,present
pieceOfFurniture,add-pieceOfFurniture-e745c6a8-d502-4e29-8108-cac18d7bd0d5,icon,70,Curve staircase,False
doorOrWindow,add-doorOrWindow-7c27d91d-060e-47a6-a5a1-7d047af39699,icon,55,Slider window,True
doorOrWindow,add-doorOrWindow-47bcf2e5-0298-4dff-87d5-7e966592cd4f,icon,88,Fixed window,True
doorOrWindow,add-doorOrWindow-9e4335dd-3e32-4ff7-a83a-2033e7aea759,icon,88,Fixed window,True
doorOrWindow,add-doorOrWindow-7954ab8a-0e1b-41ff-8add-31b75ab56d76,icon,88,Fixed window,True
pieceOfFurniture,add-pieceOfFurniture-392fc040-6efd-493c-b283-36e45b68c5be,icon,92,Fridge & Freezer,True
pieceOfFurniture,add-pieceOfFurniture-569c2f4b-bcd3-4fd6-9908-c735e5415c26,icon,121,Kitchen cabinet,False
pieceOfFurniture,add-pieceOfFurniture-022e031e-2edb-4917-8d1b-9d6ca5e94645,icon,121,Kitchen cabinet,False
pieceOfFurniture,add-pieceOfFurniture-9531907e-d2b6-4c62-b5b5-795a2d2f3352,icon,121,Kitchen cabinet,False
pieceOfFurniture,add-pieceOfFurniture-abd9353a-a355-4cbe-940e-919d1e75ae01,icon,121,Kitchen cabinet,False
pieceOfFurniture,add-pieceOfFurniture-faf0d89a-1f7c-41cf-be2a-37fab90cace3,icon,102,Chair,False
pieceOfFurniture,add-pieceOfFurniture-195512dc-59ed-4c1f-869c-4eb2c9249b03,icon,102,Chair,False
pieceOfFurniture,add-pieceOfFurniture-70b63a0d-0edb-4035-a2ca-4b7b1ce13941,icon,102,Chair,False
doorOrWindow,add-doorOrWindow-ed7f02e2-c85e-4ec1-a0ff-3f8f006cf17e,icon,88,Fixed window,True
pieceOfFurniture,add-pieceOfFurniture-2aa13018-f778-47a1-b70b-35329a897f50,icon,102,Chair,False
pieceOfFurniture,add-pieceOfFurniture-368004f3-3c3f-4014-bc70-aabb9e496386,icon,127,Sink,False
pieceOfFurniture,add-pieceOfFurniture-a5988b89-e789-4a27-bc66-ed7bb7a1b687,icon,129,Dishwasher,False
pieceOfFurniture,add-pieceOfFurniture-73e569a1-718f-4b59-8a56-efac20ef5c6a,icon,121,Kitchen cabinet,False
light,add-light-a8eebd6c-6115-4a47-90ea-6bf0449771f3,icon,72,Pendant lamp,False
light,add-light-2d8dd930-9356-4bff-80f5-5bd4e47b34f6,icon,72,Pendant lamp,False
light,add-light-4f2e87e3-8d3b-471b-8012-5003a977e3ea,icon,72,Pendant lamp,False
doorOrWindow,add-doorOrWindow-c0c16fa1-5f8c-4a36-9321-85521972f4fd,icon,88,Fixed window,True
doorOrWindow,add-doorOrWindow-7b6b1eb7-56ea-4222-a04a-e6bd024bbcd7,icon,88,Fixed window,True
doorOrWindow,add-doorOrWindow-47e36ac9-ca88-4ad5-a2a7-03a4abed479b,icon,88,Fixed window,True
pieceOfFurniture,add-pieceOfFurniture-3cba51c8-8b37-447a-9767-c2e4dcc45921,icon,112,Toilet unit,False
pieceOfFurniture,add-pieceOfFurniture-094abd1b-b343-4484-8134-42ac7a13021a,icon,53,Washbasin,True
doorOrWindow,add-doorOrWindow-9df41ae2-c632-4510-a40d-f15c0a40fb83,icon,51,Door,False
doorOrWindow,add-doorOrWindow-6e1b1544-341c-4246-9dba-b1f11d4f2b5e,icon,55,Slider window,True
doorOrWindow,add-doorOrWindow-dafb8a8d-6c34-44bf-94be-0f17db61f874,icon,49,French window,False
pieceOfFurniture,add-pieceOfFurniture-0945e689-e5c6-4699-ae88-a84c35faec4d,icon,125,Square table,False
texture,,image,105,Dark brown,False
pieceOfFurniture,add-pieceOfFurniture-f88ba0d7-a814-4ff8-82ac-74da208f6709,icon,102,Chair,False
shelfUnit,add-shelfUnit-8892ac5e-f619-43c9-b460-00be3821986b,icon,100,Bookcase,False
shelfUnit,add-shelfUnit-856f39c3-aacd-4a0f-b8c2-98f7cd5eb07c,icon,100,Bookcase,False
shelfUnit,add-shelfUnit-fd0418d4-c004-41f2-9ecf-f4b3a20d5951,icon,100,Bookcase,False
shelfUnit,add-shelfUnit-133ea042-bdfa-411c-a091-5f750e698ecd,icon,100,Bookcase,False
shelfUnit,add-shelfUnit-667a2198-2041-4210-93e3-b85aeca073bc,icon,100,Bookcase,False
shelfUnit,add-shelfUnit-6b55cdba-881e-42c2-a66a-3690d98a99cf,icon,100,Bookcase,False
shelfUnit,add-shelfUnit-7a19d944-11e9-4c0f-ae18-70991336ec93,icon,100,Bookcase,False
light,add-light-b6b9d69b-3df9-430f-ad1e-bf15c9b1170d,icon,58,Work lamp,False
light,add-light-8f35452c-3abd-4ff0-82c2-931cd5932f5e,icon,47,Floor uplight,False
shelfUnit,add-shelfUnit-03882536-d412-445c-9d06-278f2206f22b,icon,100,Bookcase,False
pieceOfFurniture,add-pieceOfFurniture-1b10cbb4-bdc8-4b86-bdd3-4c6efd5f51de,icon,110,Cylinder,False
texture,,image,45,Beige fabric,False
shelfUnit,add-shelfUnit-55908d46-9180-4efc-af18-7c37f39e091d,icon,100,Bookcase,False
pieceOfFurniture,add-pieceOfFurniture-6785703b-d433-491f-bbff-12ffcab37708,icon,125,Square table,False
texture,,image,105,Dark brown,False
pieceOfFurniture,add-pieceOfFurniture-00ee46ba-cfa6-4b82-830b-392013197cd6,icon,94,Chest,False
texture,,image,44,Old wood,True
pieceOfFurniture,add-pieceOfFurniture-1d67f732-40c7-4dd5-ab20-bff6b152d1dd,icon,74,Box,False
texture,,image,43,Carpet with geometric shapes,False
pieceOfFurniture,add-pieceOfFurniture-82d3ef17-7828-4161-abc8-fc190bbd5b2d,icon,42,Sofa,True
texture,,image,40,Dark leather,True
pieceOfFurniture,add-pieceOfFurniture-772d1d86-8931-4f6d-9c0b-3c2e15092aad,icon,42,Sofa,True
texture,,image,40,Dark leather,True
pieceOfFurniture,add-pieceOfFurniture-a33bc3b8-dca8-46b4-bde7-aa26b173b1e5,icon,125,Square table,False
pieceOfFurniture,add-pieceOfFurniture-193568db-1e78-4780-8885-84d47e3e7a58,icon,94,Chest,False
texture,,image,44,Old wood,True
pieceOfFurniture,add-pieceOfFurniture-21b4d7e5-8bc6-4210-84e1-80b7e38f97f8,icon,117,Plant,False
pieceOfFurniture,add-pieceOfFurniture-281491e8-f014-420f-b762-e73d242b2b0e,icon,117,Plant,False
pieceOfFurniture,add-pieceOfFurniture-33d93641-1382-4e90-9a58-2292fa03e7ab,icon,117,Plant,False
pieceOfFurniture,add-pieceOfFurniture-05e4d07f-ee5f-4c0d-9ba2-9b6c50bce51f,icon,117,Plant,False
pieceOfFurniture,add-pieceOfFurniture-e45d28c2-16e6-4cd8-9bec-b5f5adb11411,icon,117,Plant,False
pieceOfFurniture,add-pieceOfFurniture-f8fa54a5-cd88-4f6b-9cb7-80e03abf199e,icon,94,Chest,False
texture,,image,44,Old wood,True
light,add-light-5498158a-174b-4e16-adcc-3e46c7345482,icon,39,Wall uplight,True
light,add-light-c2a6ff25-7633-40c8-a90e-5f3a1bccec05,icon,39,Wall uplight,True
light,add-light-4a548833-5725-4dbe-8457-c94ef47b2857,icon,39,Wall uplight,True
light,add-light-23481a0a-456e-4fb7-a135-3f3adf6d9550,icon,72,Pendant lamp,False
doorOrWindow,add-doorOrWindow-20bf7ef2-6d2f-4ae1-b2e4-aaaca2aef0ed,icon,88,Fixed window,True
pieceOfFurniture,add-pieceOfFurniture-f0d3e9c7-dfa9-409c-bd2e-90599d084558,icon,80,Flat TV,False
pieceOfFurniture,add-pieceOfFurniture-86a2782e-bb49-4b18-b220-a1abf63a4414,icon,82,Flowers,False
pieceOfFurniture,add-pieceOfFurniture-908453d1-b6e9-44c5-aa6f-613ee62fef5b,icon,82,Flowers,False
pieceOfFurniture,add-pieceOfFurniture-11e7a2e8-aa0f-4be4-bb27-5dce31368f8f,icon,121,Kitchen cabinet,False
pieceOfFurniture,add-pieceOfFurniture-2ba86eff-9555-4ee5-9590-ffd51197f429,icon,74,Box,False
texture,,image,37,Dark ceramic tiles,True
pieceOfFurniture,add-pieceOfFurniture-cae90479-5049-4f70-9ac5-b4e40406e495,icon,121,Kitchen cabinet,False
pieceOfFurniture,add-pieceOfFurniture-c2555574-0603-48da-8cef-0ea4bbfbbc94,icon,121,Kitchen cabinet,False
pieceOfFurniture,add-pieceOfFurniture-7e3ae205-8ec6-4472-8608-606d7d7f1157,icon,121,Kitchen cabinet,False
pieceOfFurniture,add-pieceOfFurniture-365ac933-9358-4254-8276-f8ecf434857d,icon,131,Cooker,False
pieceOfFurniture,add-pieceOfFurniture-1898b880-bd52-4289-a634-9e7283b70345,icon,121,Kitchen cabinet,False
pieceOfFurniture,add-pieceOfFurniture-d441f31b-3a2a-4d5a-a4b4-af64872823fc,icon,121,Kitchen cabinet,False
pieceOfFurniture,add-pieceOfFurniture-b337c0ee-45a7-415d-98ed-c37818e1e29d,icon,76,Kitchen upper cabinet,False
pieceOfFurniture,add-pieceOfFurniture-f4564bca-e0d2-43f3-ba81-29e7c1e217a8,icon,76,Kitchen upper cabinet,False
pieceOfFurniture,add-pieceOfFurniture-d4e0d550-3f56-4a4a-8f1a-41921c724893,icon,76,Kitchen upper cabinet,False
pieceOfFurniture,add-pieceOfFurniture-67afa151-66e1-41cf-853c-fd9efda26015,icon,76,Kitchen upper cabinet,False
pieceOfFurniture,add-pieceOfFurniture-348145fd-d032-4f09-8afa-b9c23044a349,icon,121,Kitchen cabinet,False
pieceOfFurniture,add-pieceOfFurniture-fec2fe74-9b2e-46a4-a010-cd7ea640813d,icon,121,Kitchen cabinet,False
pieceOfFurniture,add-pieceOfFurniture-98a6cbd0-0124-4579-b7e4-5e9962443f72,icon,76,Kitchen upper cabinet,False
pieceOfFurniture,add-pieceOfFurniture-40d38eaa-4601-49ad-89ff-325f3086de87,icon,76,Kitchen upper cabinet,False
pieceOfFurniture,add-pieceOfFurniture-3d062d38-319a-4ea6-82f7-50a18579320e,icon,42,Sofa,True
doorOrWindow,add-doorOrWindow-c7805654-0e93-4b58-9a34-5ee1ad3f5183,icon,36,Open door,False
doorOrWindow,add-doorOrWindow-6ecf091c-549e-4dfa-9716-1a8a5b6b15c3,icon,36,Open door,False
doorOrWindow,add-doorOrWindow-e54939b2-21fb-46ad-89c0-19c2bb000368,icon,66,Front door,False
texture,,image,34,Metal,False
pieceOfFurniture,add-pieceOfFurniture-004c9486-09d0-4c75-b1eb-bda224ec7b16,icon,70,Curve staircase,False
doorOrWindow,add-doorOrWindow-93d4edab-7a38-4435-91d6-33e18216501e,icon,88,Fixed window,True
doorOrWindow,add-doorOrWindow-b793b8e7-f9ee-4c72-b651-8f8cd608cc33,icon,88,Fixed window,True
doorOrWindow,add-doorOrWindow-9fdcee65-6cde-4072-a5b4-8bbe95c4f72e,icon,88,Fixed window,True
doorOrWindow,add-doorOrWindow-64d80eff-2edf-4a26-bf93-ee10c4263d36,icon,49,French window,False
pieceOfFurniture,add-pieceOfFurniture-dcfc3c89-6980-48e4-b31d-d236daa87055,icon,117,Plant,False
pieceOfFurniture,add-pieceOfFurniture-6a656f92-166e-4f71-b1be-e889511f2b61,icon,117,Plant,False
pieceOfFurniture,add-pieceOfFurniture-ffe8e7c6-38e8-4bfb-8b69-a65ec61cf16a,icon,117,Plant,False
pieceOfFurniture,add-pieceOfFurniture-5c6b0ad3-3d4d-4fb3-b7ee-04a9fb14b6e2,icon,117,Plant,False
pieceOfFurniture,add-pieceOfFurniture-74c083cd-8b87-45cd-92fe-cd2f1fbf4a40,icon,102,Chair,False
pieceOfFurniture,add-pieceOfFurniture-46ec0d46-2c77-4b4e-85a0-2384a185c807,icon,125,Square table,False
pieceOfFurniture,add-pieceOfFurniture-1b951016-d989-49bd-83da-c86f20c8ea08,icon,133,Armchair,False
texture,,image,33,Orange leather,True
doorOrWindow,add-doorOrWindow-cf0dcc26-ac78-4fcc-a4ca-461f571b1c10,icon,88,Fixed window,True
pieceOfFurniture,add-pieceOfFurniture-28ee64b5-6bff-446b-9451-e427b6d6dd7d,icon,94,Chest,False
texture,,image,105,Dark brown,False
shelfUnit,add-shelfUnit-2acef91d-6cd1-4ff0-a969-cf1aed35e7e5,icon,107,Bedside table,False
texture,,image,105,Dark brown,False
pieceOfFurniture,add-pieceOfFurniture-5943266d-c1f6-40f5-ab72-393bcf5413ea,icon,86,Shower,False
pieceOfFurniture,add-pieceOfFurniture-80ebc851-0921-4599-9fb0-83dbe081d80c,icon,112,Toilet unit,False
pieceOfFurniture,add-pieceOfFurniture-e43bcbeb-72d4-4d25-9221-932622d818e4,icon,104,Washbasin with cabinet,False
shelfUnit,add-shelfUnit-080684a0-659d-4ccc-b82a-3d2d98a9aa88,icon,100,Bookcase,False
pieceOfFurniture,add-pieceOfFurniture-a07f8964-2d97-47b5-aeea-9b145ec91e11,icon,102,Chair,False
texture,,image,105,Dark brown,False
pieceOfFurniture,add-pieceOfFurniture-dc34e594-bc84-40ee-ba3f-50c4a8dd4a4e,icon,102,Chair,False
texture,,image,105,Dark brown,False
doorOrWindow,add-doorOrWindow-590b0303-c14e-4aa1-ba49-c0b3c60981a0,icon,36,Open door,False
doorOrWindow,add-doorOrWindow-b783d1fa-2085-4d12-84fd-1ae71ba4dcf2,icon,51,Door,False
doorOrWindow,add-doorOrWindow-236b4260-cf0f-4f5c-a237-0ae033c4a8c0,icon,51,Door,False
doorOrWindow,add-doorOrWindow-fe38ac2f-3292-4794-ae12-9d6bb580e1e5,icon,51,Door,False
doorOrWindow,add-doorOrWindow-29987743-84c2-4260-bb19-90c073127aa5,icon,88,Fixed window,True
pieceOfFurniture,add-pieceOfFurniture-e473b0a0-b9f7-4022-9788-9623b1e8b3ce,icon,32,Fitted bath,False
pieceOfFurniture,add-pieceOfFurniture-65a13040-32cc-425f-bf34-0ef33a94b3d2,icon,90,Clothes washer,True
pieceOfFurniture,add-pieceOfFurniture-e7958fdf-bbcd-4a42-acee-cb2b8347a5cf,icon,104,Washbasin with cabinet,False
pieceOfFurniture,add-pieceOfFurniture-22d7d621-25ac-4696-9685-2f80c140f37a,icon,121,Kitchen cabinet,False
pieceOfFurniture,add-pieceOfFurniture-7db6444b-2da7-4cb6-93c5-62eae6d70a9b,icon,123,Stool,False
pieceOfFurniture,add-pieceOfFurniture-13b18f9c-80f0-4e82-9e9f-0710de5878a2,icon,112,Toilet unit,False
doorOrWindow,add-doorOrWindow-ff66e0d4-90dc-4ab6-b304-7a99091ce63a,icon,51,Door,False
pieceOfFurniture,add-pieceOfFurniture-9467d2fa-f885-4402-92d4-1b714a73d708,icon,119,Wardrobe,False
doorOrWindow,add-doorOrWindow-5b231b1e-6e72-4569-8d38-67013b3f5be8,icon,88,Fixed window,True
doorOrWindow,add-doorOrWindow-d695801d-21f2-4a1b-87ef-0d3964f897e6,icon,88,Fixed window,True
pieceOfFurniture,add-pieceOfFurniture-91b7e39e-e7e8-42cb-869d-40f4e388a994,icon,133,Armchair,False
doorOrWindow,add-doorOrWindow-e2f8a381-399f-4447-92a3-28d1e8db004d,icon,51,Door,False
shelfUnit,add-shelfUnit-beaadd63-98b5-43eb-b20d-d69102318ac4,icon,100,Bookcase,False
shelfUnit,add-shelfUnit-c1307d6c-631e-4c07-bf1d-ed864e27546c,icon,100,Bookcase,False
pieceOfFurniture,add-pieceOfFurniture-afb0d006-1d5f-43ee-8466-c275245a9f4b,icon,110,Cylinder,False
pieceOfFurniture,add-pieceOfFurniture-f8266327-b4b8-4d6a-8c91-a3f7f4d7bd06,icon,110,Cylinder,False
pieceOfFurniture,add-pieceOfFurniture-294a6583-6216-4c22-936c-05a20b15c985,icon,94,Chest,False
doorOrWindow,add-doorOrWindow-a68709c4-6c18-4ae0-a76c-891145e8d3a8,icon,88,Fixed window,True
pieceOfFurniture,add-pieceOfFurniture-afab2433-04ca-4376-8fe1-bd4fc0ab4051,icon,123,Stool,False
light,add-light-87c75644-2318-45e3-9ff5-d19a9c7d6af2,icon,39,Wall uplight,True
doorOrWindow,add-doorOrWindow-9bf1665c-c341-4bcf-86e1-988b6e6aeb23,icon,88,Fixed window,True
pieceOfFurniture,add-pieceOfFurniture-56459dc5-2409-4520-a482-245026e47549,icon,110,Cylinder,False
texture,,image,30,Carpet with colored tiles,False
pieceOfFurniture,add-pieceOfFurniture-6f2dd568-b8c8-4c8f-a8f1-ba9f0952178f,icon,29,Corner sofa,True
light,add-light-78d1311f-8e09-47ea-9c4e-c080bafddc4e,icon,39,Wall uplight,True
light,add-light-fbbb1f5a-0ee2-4aa2-9143-0e4ea5298d8e,icon,39,Wall uplight,True
doorOrWindow,add-doorOrWindow-e77fe02a-542b-4a21-8bf3-541fa4098730,icon,49,French window,False
doorOrWindow,add-doorOrWindow-874923db-decc-429b-868f-7ad1a6ca1d94,icon,88,Fixed window,True
pieceOfFurniture,add-pieceOfFurniture-cfe95cc3-3fb0-4743-833d-21bb04e37a51,icon,27,Bunk bed,True
light,add-light-914ceab2-164e-4c17-a6dc-2289533cf4f6,icon,72,Pendant lamp,False
pieceOfFurniture,add-pieceOfFurniture-15994b0d-52e8-416a-bd4e-70b92c5bc29f,icon,119,Wardrobe,False
pieceOfFurniture,add-pieceOfFurniture-449117d3-243e-4dd5-bbcb-bce9c83249cb,icon,68,Bed 90x190,False
shelfUnit,add-shelfUnit-850005a8-c06a-441a-a903-ad04662ffa5e,icon,107,Bedside table,False
pieceOfFurniture,add-pieceOfFurniture-bb9dc801-3b05-43c1-bdf3-f251dd66d251,icon,102,Chair,False
pieceOfFurniture,add-pieceOfFurniture-08988f89-8bfc-4adf-987b-19c08407a6ca,icon,102,Chair,False
light,add-light-01ccf488-383d-44af-a151-362eeb60605e,icon,39,Wall uplight,True
light,add-light-1a8badd7-cdf0-454f-9730-9de9c2657ded,icon,39,Wall uplight,True
doorOrWindow,add-doorOrWindow-b64ac109-6dcf-4877-9239-b22bf9a656b1,icon,88,Fixed window,True
doorOrWindow,add-doorOrWindow-7ea330f1-ae9f-4a9c-8a86-b517c04aebd6,icon,88,Fixed window,True
doorOrWindow,add-doorOrWindow-308bd183-df33-460c-a91f-e43f44aa2cef,icon,88,Fixed window,True
pieceOfFurniture,add-pieceOfFurniture-7a2bb5da-0eca-4901-9ba8-7da63e335a35,icon,60,Bed,False
pieceOfFurniture,add-pieceOfFurniture-314b6e2e-78ee-44fc-ade7-0632fa8ed26f,icon,82,Flowers,False
pieceOfFurniture,add-pieceOfFurniture-7e6c6137-ebdd-42d2-a814-9bd6eb610095,icon,82,Flowers,False
pieceOfFurniture,add-pieceOfFurniture-3d1deaaf-14e7-4768-9c2b-72bd93c2d29a,icon,60,Bed,False
pieceOfFurniture,add-pieceOfFurniture-3e890a3b-8620-4b97-b779-7a0a29e103ff,icon,82,Flowers,False
pieceOfFurniture,add-pieceOfFurniture-de146422-86bf-40b3-a40f-bdf832de0fc3,icon,125,Square table,False
pieceOfFurniture,add-pieceOfFurniture-34307f21-bd07-4f2f-8adb-ed2fcdbacdcd,icon,25,Round table,True
texture,,image,105,Dark brown,False
doorOrWindow,add-doorOrWindow-ed8d3dee-aea5-40c6-8141-4a768adff3ba,icon,88,Fixed window,True
pieceOfFurniture,add-pieceOfFurniture-203e96bd-1502-43b6-8523-cc1dbd98067b,icon,117,Plant,False
pieceOfFurniture,add-pieceOfFurniture-00eb6b47-8d60-42a1-a030-a2469910c570,icon,117,Plant,False
pieceOfFurniture,add-pieceOfFurniture-809f26d3-051a-471a-a32c-ac9b5b7c2080,icon,117,Plant,False
pieceOfFurniture,add-pieceOfFurniture-fd5a383b-3159-4f4c-80cd-598334d59585,icon,117,Plant,False
light,add-light-1c8d37b9-08f2-4ffd-931b-6ade038ad428,icon,72,Pendant lamp,False
pieceOfFurniture,add-pieceOfFurniture-30b96d86-58b5-435b-8e8a-330c2298fa43,icon,62,Sliding doors,False
light,add-light-f2d63b79-06cc-4b20-afe3-cfd87087cb7e,icon,58,Work lamp,False
pieceOfFurniture,add-pieceOfFurniture-32f081e4-e4f4-492e-acd0-e088e4ee38f1,icon,125,Square table,False
light,add-light-fd6d605d-2607-4013-8812-993e74b2c703,icon,58,Work lamp,False
light,add-light-a70c9d8b-3848-45ab-af30-274c7eeeb456,icon,58,Work lamp,False
pieceOfFurniture,add-pieceOfFurniture-3bbe199a-92a0-4932-8825-731d28f6027e,icon,64,Piano,False
doorOrWindow,add-doorOrWindow-16d223b7-d35a-4665-837a-ed5b4bd8097c,icon,36,Open door,False
pieceOfFurniture,add-pieceOfFurniture-24fd1a68-6c9f-4a3a-bc71-5c017cb10b27,icon,76,Kitchen upper cabinet,False
pieceOfFurniture,add-pieceOfFurniture-df72ecfc-1e9b-4232-af6b-fb119f9c6a1d,icon,76,Kitchen upper cabinet,False
texture,,image,23,Gray wood,False
texture,,image,22,Roughcast,True
texture,,image,22,Roughcast,True
texture,,image,22,Roughcast,True
texture,,image,21,Gold circles,False
texture,,image,19,African style,False
texture,,image,23,Gray wood,False
texture,,image,113,Bleached wood,False
texture,,image,23,Gray wood,False
texture,,image,113,Bleached wood,False
texture,,image,23,Gray wood,False
texture,,image,23,Gray wood,False
texture,,image,113,Bleached wood,False
texture,,image,23,Gray wood,False
texture,,image,23,Gray wood,False
texture,,image,19,African style,False
texture,,image,21,Gold circles,False
texture,,image,20,Detailed mosaic,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,20,Detailed mosaic,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,20,Detailed mosaic,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,20,Detailed mosaic,True
texture,,image,21,Gold circles,False
texture,,image,37,Dark ceramic tiles,True
texture,,image,21,Gold circles,False
texture,,image,20,Detailed mosaic,True
texture,,image,20,Detailed mosaic,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,20,Detailed mosaic,True
texture,,image,20,Detailed mosaic,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,20,Detailed mosaic,True
texture,,image,20,Detailed mosaic,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,20,Detailed mosaic,True
texture,,image,20,Detailed mosaic,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,18,Stones,True
texture,,image,18,Stones,True
texture,,image,113,Bleached wood,False
texture,,image,19,African style,False
texture,,image,19,African style,False
texture,,image,23,Gray wood,False
texture,,image,23,Gray wood,False
texture,,image,20,Detailed mosaic,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,19,African style,False
texture,,image,21,Gold circles,False
texture,,image,19,African style,False
texture,,image,19,African style,False
texture,,image,20,Detailed mosaic,True
texture,,image,21,Gold circles,False
texture,,image,37,Dark ceramic tiles,True
texture,,image,20,Detailed mosaic,True
texture,,image,21,Gold circles,False
texture,,image,37,Dark ceramic tiles,True
texture,,image,23,Gray wood,False
texture,,image,23,Gray wood,False
texture,,image,21,Gold circles,False
texture,,image,23,Gray wood,False
texture,,image,23,Gray wood,False
texture,,image,23,Gray wood,False
texture,,image,113,Bleached wood,False
texture,,image,22,Roughcast,True
texture,,image,23,Gray wood,False
texture,,image,113,Bleached wood,False
texture,,image,23,Gray wood,False
texture,,image,113,Bleached wood,False
texture,,image,17,White marble,True
texture,,image,14,Mosaic patchwork,False
texture,,image,17,White marble,True
texture,,image,14,Mosaic patchwork,False
texture,,image,17,White marble,True
texture,,image,17,White marble,True
texture,,image,17,White marble,True
texture,,image,17,White marble,True
texture,,image,16,Geometric tiles,True
texture,,image,17,White marble,True
texture,,image,17,White marble,True
texture,,image,16,Geometric tiles,True
texture,,image,17,White marble,True
texture,,image,17,White marble,True
texture,,image,17,White marble,True
texture,,image,17,White marble,True
texture,,image,17,White marble,True
texture,,image,14,Mosaic patchwork,False
texture,,image,16,Geometric tiles,True
texture,,image,17,White marble,True
texture,,image,16,Geometric tiles,True
texture,,image,17,White marble,True
texture,,image,17,White marble,True
texture,,image,15,Half round geometry,True
texture,,image,15,Half round geometry,True
texture,,image,17,White marble,True
texture,,image,17,White marble,True
texture,,image,12,Pink flowers,False
texture,,image,12,Pink flowers,False
texture,,image,10,White tile,True
texture,,image,12,Pink flowers,False
texture,,image,12,Pink flowers,False
texture,,image,15,Half round geometry,True
texture,,image,17,White marble,True
texture,,image,15,Half round geometry,True
texture,,image,10,White tile,True
texture,,image,17,White marble,True
texture,,image,15,Half round geometry,True
texture,,image,17,White marble,True
texture,,image,13,Green small ceramic,True
texture,,image,13,Green small ceramic,True
texture,,image,11,Fruits multicolor tiles,True
texture,,image,17,White marble,True
texture,,image,13,Green small ceramic,True
texture,,image,11,Fruits multicolor tiles,True
texture,,image,17,White marble,True
texture,,image,13,Green small ceramic,True
texture,,image,11,Fruits multicolor tiles,True
texture,,image,17,White marble,True
texture,,image,13,Green small ceramic,True
texture,,image,15,Half round geometry,True
texture,,image,17,White marble,True
texture,,image,15,Half round geometry,True
texture,,image,17,White marble,True
texture,,image,13,Green small ceramic,True
texture,,image,15,Half round geometry,True
texture,,image,17,White marble,True
texture,,image,12,Pink flowers,False
texture,,image,15,Half round geometry,True
texture,,image,10,White tile,True
texture,,image,12,Pink flowers,False
texture,,image,11,Fruits multicolor tiles,True
texture,,image,15,Half round geometry,True
texture,,image,17,White marble,True
texture,,image,17,White marble,True
texture,,image,12,Pink flowers,False
texture,,image,12,Pink flowers,False
texture,,image,15,Half round geometry,True
texture,,image,17,White marble,True
texture,,image,15,Half round geometry,True
texture,,image,17,White marble,True
texture,,image,15,Half round geometry,True
texture,,image,17,White marble,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,22,Roughcast,True
texture,,image,9,Yellow medium carpeting,True
texture,,image,8,Gray and green carpeting,True
texture,,image,7,Gray and cyan carpeting,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,6,Wooden floor,True
texture,,image,5,Hexagonal tiles,True
texture,,image,5,Hexagonal tiles,True
texture,,image,4,Dark wood,True
texture,,image,5,Hexagonal tiles,True
texture,,image,17,White marble,True
texture,,image,7,Gray and cyan carpeting,True
texture,,image,3,Beige tiles,True
texture,,image,17,White marble,True
texture,,image,17,White marble,True
texture,,image,3,Beige tiles,True
texture,,image,17,White marble,True
texture,,image,17,White marble,True
texture,,image,3,Beige tiles,True
texture,,image,37,Dark ceramic tiles,True
texture,,image,17,White marble,True
texture,,image,8,Gray and green carpeting,True
texture,,image,3,Beige tiles,True
texture,,image,34,Metal,False
texture,,image,34,Metal,False
texture,,image,2,Blue and beige tiles,True
texture,,image,17,White marble,True
texture,,image,1,Claret red velvet,True
