path,extension,path_batch,provisional_role
active_development/tests/patch-38-authority-wiring-audit.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/cinematic-3d-adapter.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/patch-40-boundary-decision.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/market-patch-10.test.js,.js,Verification / Tests,historical/suspect
active_development/tests/patch-23-admin-user-manage.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/patch-16-listing-activity-contracts.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/from-verify/phase11-deploy-readiness.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/from-verify/auth-physical-ui-propagation.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/from-verify/master-matrix-contract.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/from-verify/public-profile-read-surface.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/from-verify/public-profile-migration.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/from-verify/main-hall-physical-ui-roots.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/from-verify/animation-object-responsive-root.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/from-verify/design-roots-contract.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/from-verify/main-hall-camera-object-contract.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/from-verify/data-vocabulary.test.mjs,.mjs,Verification / Tests,candidate canonical/supporting
active_development/tests/authority/patch-37-authority-vocabulary.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/authority/patch-41-capability-migration.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/authority/patch-54-retire-ambiguous-staff-alias.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/authority/patch-39-capability-boundary-matrix.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/authority/patch-42-legacy-guard-inventory.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/tests/dictionary/patch-35-dictionary-foundation.test.mjs,.mjs,Verification / Tests,historical/suspect
active_development/firebase/firestore.indexes.json,.json,Backend / Firebase / Database,candidate canonical/supporting
active_development/firebase/firestore.rules,.rules,Backend / Firebase / Database,historical/suspect
active_development/firebase/functions/backfillPublicProfiles.js,.js,Backend / Firebase / Database,candidate canonical/supporting
active_development/firebase/functions/canonical-authority.js,.js,Backend / Firebase / Database,candidate canonical/supporting
active_development/firebase/functions/index.js,.js,Backend / Firebase / Database,candidate canonical/supporting
active_development/firebase/functions/package.json,.json,Backend / Firebase / Database,candidate canonical/supporting
active_development/firebase/functions/tiers.js,.js,Backend / Firebase / Database,candidate canonical/supporting
active_development/firebase/functions/publicProfileProjection.js,.js,Backend / Firebase / Database,candidate canonical/supporting
active_development/firebase/functions/brokerHQDiscoveryProjection.js,.js,Backend / Firebase / Database,historical/suspect
active_development/firebase/functions/contracts/kyc-authorization.json,.json,Backend / Firebase / Database,candidate canonical/supporting
active_development/js/collections.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/radius-cooldown.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin-uid.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/credits-logos.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/pins-model.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/route-authority.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin-gov-disclaimers.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/authority-contract.js,.js,Security / Authentication,candidate canonical/supporting
active_development/js/firebase.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/session.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/home-gov-housing.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/geo.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/market-map.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/customSelect.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/route-access-contract.js,.js,Contracts,candidate canonical/supporting
active_development/js/gov-housing-posts.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/broker-data-contract.js,.js,Contracts,candidate canonical/supporting
active_development/js/auth.js,.js,Security / Authentication,candidate canonical/supporting
active_development/js/listing-create-gate.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/tiers.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/payment-config.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/market-data-contract.js,.js,Contracts,candidate canonical/supporting
active_development/js/broker-hq.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/preferred-radius.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/transition.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/search.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/listing-catalog.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/gov-disclaimers.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/market-discovery-contract.js,.js,Contracts,historical/suspect
active_development/js/subscription.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/points-ledger.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/market.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/animation-root.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/supabase.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/market-profile-physical-ui.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/kyc-reference.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/market-chrome.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/physical-ui-state.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/cinematic-ui.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/canonical-role.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/brand-logo.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/design-roots.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin-gov-housing.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/leave-guard.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/auth-physical-ui.js,.js,Security / Authentication,candidate canonical/supporting
active_development/js/admin/orders.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/properties.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/verifications.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/reports.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/kyc-registry.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/tabs.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/staff-alerts.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/listing-help-payments.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/wanted.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/contracts.js,.js,Contracts,candidate canonical/supporting
active_development/js/admin/logout.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/verified-users.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/support-tickets.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/core.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/users.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/admin/prompt.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/reference-3d/README.md,.md,Documentation / Project Guide,candidate canonical/supporting
active_development/js/reference-3d/cinematic-3d-asset-loader.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/reference-3d/cinematic-3d-renderer.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/reference-3d/cinematic-3d-adapter.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/profile/body-scroll-lock.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/broker-assists.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/avatar-picker.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/listing-lock.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/privacy-settings.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/header-scroll.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/contract-chat.js,.js,Contracts,candidate canonical/supporting
active_development/js/profile/match-notify.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/messages.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/profile/saved-wanted.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/boost-order.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/amenities-ui.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/profile-data.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/profile-scale.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/profile/notifications.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/profile/delete-account.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/contracts-tab.js,.js,Contracts,candidate canonical/supporting
active_development/js/profile/settings-dropdown.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/listing-form.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/listing-map.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/profile/portfolio-assets.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/tabs.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/profile/need-help.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/wanted-posts-summary.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/ui-dialog.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/user-search.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/law-dictionary.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/kyc-form.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/saved-properties.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/role.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/perks.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/admin-link.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/subscription-boot.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/logout.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/profile/reviews-view.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/wanted-map.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/gov-housing.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/tier-progress-modal.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/support-boot.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/visitor-profile.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/pull-refresh.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/wanted-form.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/profile/core.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/visit-mode.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/active-listings.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/ongoing-contracts.js,.js,Contracts,candidate canonical/supporting
active_development/js/profile/contract-dictionary.js,.js,Contracts,candidate canonical/supporting
active_development/js/profile/support-ticket.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/profile/profile-cooldown.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/home/house-world-scroll.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/home/typing.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/home/map-teaser.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/home/house-camera-rig.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/home/home-typing-slogans.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/home/featured-live.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/home/physical-ui-objects.js,.js,Unclassified / Needs Review,historical/suspect
active_development/js/home/navbar.js,.js,Unclassified / Needs Review,candidate canonical/supporting
active_development/js/home/environment-modes.js,.js,Unclassified / Needs Review,historical/suspect
active_development/assets/User Avatars/image_d9cbc399.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/User Avatars/image_7b08ec7c.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/User Avatars/image_fd906f9a.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/User Avatars/image_5547e4a1.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/User Avatars/image_edf294ba.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/User Avatars/image_d052ef90.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/User Avatars/image_9fc3978b.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/User Avatars/image_85396f8c.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/User Avatars/image_a48e5b59.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/User Avatars/image_d89bb40d.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/User Avatars/image_75f53a8b.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/User Avatars/image_78423f51.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/User Avatars/image_cb7ef1d4.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/User Avatars/image_ab3b5fdb.webp,.webp,Unclassified / Needs Review,candidate canonical/supporting
active_development/assets/images/logo-homefinder.png,.png,Unclassified / Needs Review,candidate canonical/supporting
active_development/supabase/config.toml,.toml,Configuration / Data,candidate canonical/supporting
active_development/supabase/README.md,.md,Documentation / Project Guide,candidate canonical/supporting
active_development/supabase/functions/_shared/kyc-authorization.json,.json,Configuration / Data,candidate canonical/supporting
active_development/supabase/functions/_shared/supabase-config.ts,.ts,Unclassified / Needs Review,candidate canonical/supporting
active_development/supabase/functions/_shared/jpeg.ts,.ts,Unclassified / Needs Review,candidate canonical/supporting
active_development/supabase/functions/_shared/firestore-rest.ts,.ts,Backend / Firebase / Database,candidate canonical/supporting
active_development/supabase/functions/_shared/firebase-auth.ts,.ts,Unclassified / Needs Review,candidate canonical/supporting
active_development/supabase/functions/upload-listing-image/index.ts,.ts,Unclassified / Needs Review,candidate canonical/supporting
active_development/supabase/functions/get-kyc-signed-url/index.ts,.ts,Unclassified / Needs Review,candidate canonical/supporting
active_development/supabase/functions/upload-kyc-document/index.ts,.ts,Unclassified / Needs Review,candidate canonical/supporting
active_development/supabase/migrations/0001_homefinder_storage_authority.sql,.sql,Configuration / Data,candidate canonical/supporting
